Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	com.jme3.scene.instancing.InstancedGeometry::updateInstance(com.jme3.math.Matrix4f, float[], int, com.jme3.math.Matrix3f, com.jme3.math.Quaternion):void	com.jme3.math.Matrix4f	0/13	
Move Method	com.jme3.math.Eigen3f::scaleMatrix(com.jme3.math.Matrix3f):float	com.jme3.math.Matrix3f	0/7	
Move Method	com.jme3.renderer.queue.RenderQueue::renderGeometryList(com.jme3.renderer.queue.GeometryList, com.jme3.renderer.RenderManager, com.jme3.renderer.Camera, boolean):void	com.jme3.renderer.queue.GeometryList	0/5	
Move Method	com.jme3.material.plugins.ShaderNodeLoaderDelegate::checkTypes(com.jme3.shader.VariableMapping, com.jme3.util.blockparser.Statement):void	com.jme3.shader.VariableMapping	0/4	
Move Method	com.jme3.bounding.BoundingSphere::getMaxAxis(com.jme3.math.Vector3f):float	com.jme3.math.Vector3f	0/3	
Move Method	com.jme3.collision.bih.BIHTree::setMinMax(com.jme3.bounding.BoundingBox, boolean, int, float):void	com.jme3.bounding.BoundingBox	0/3	
Move Method	com.jme3.material.plugins.ShaderNodeLoaderDelegate::updateRightTypeFromLeftType(com.jme3.shader.VariableMapping):void	com.jme3.shader.VariableMapping	0/3	
Move Method	com.jme3.animation.SkeletonControl::applySkinning(com.jme3.scene.Mesh, com.jme3.math.Matrix4f[]):void	com.jme3.scene.Mesh	0/2	
Move Method	com.jme3.animation.SkeletonControl::applySkinningTangents(com.jme3.scene.Mesh, com.jme3.math.Matrix4f[], com.jme3.scene.VertexBuffer):void	com.jme3.scene.Mesh	0/2	
Move Method	com.jme3.collision.bih.BIHTree::getMinMax(com.jme3.bounding.BoundingBox, boolean, int):float	com.jme3.bounding.BoundingBox	0/2	
Move Method	com.jme3.math.Eigen3f::positiveRank(com.jme3.math.Matrix3f, float[], com.jme3.math.Vector3f):boolean	com.jme3.math.Matrix3f	0/2	
Move Method	com.jme3.shader.Glsl100ShaderGenerator::fixInPositionType(com.jme3.shader.ShaderNodeVariable):void	com.jme3.shader.ShaderNodeVariable	0/2	
Move Method	com.jme3.material.MatParam::getWrapMode(com.jme3.texture.Texture, com.jme3.texture.Texture.WrapAxis):java.lang.String	com.jme3.texture.Texture	0/1	
Move Method	com.jme3.shader.Glsl100ShaderGenerator::getAppendableNameSpace(com.jme3.shader.ShaderNodeVariable):java.lang.String	com.jme3.shader.ShaderNodeVariable	0/1	
Move Method	com.jme3.shader.Glsl100ShaderGenerator::replace(java.lang.String, com.jme3.shader.ShaderNodeVariable, java.lang.String):java.lang.String	com.jme3.shader.ShaderNodeVariable	0/1	
