Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	com.badlogic.gdx.graphics.g2d.TextureAtlas::newSprite(com.badlogic.gdx.graphics.g2d.TextureAtlas.AtlasRegion):com.badlogic.gdx.graphics.g2d.Sprite	com.badlogic.gdx.graphics.g2d.TextureAtlas.AtlasRegion	0/7	
Move Method	com.badlogic.gdx.maps.tiled.BaseTmxMapLoader::loadBasicLayerInfo(com.badlogic.gdx.maps.MapLayer, com.badlogic.gdx.utils.XmlReader.Element):void	com.badlogic.gdx.maps.MapLayer	0/5	
Move Method	com.badlogic.gdx.graphics.g2d.GlyphLayout::adjustLastGlyph(com.badlogic.gdx.graphics.g2d.BitmapFont.BitmapFontData, com.badlogic.gdx.graphics.g2d.GlyphLayout.GlyphRun):void	com.badlogic.gdx.graphics.g2d.BitmapFont.BitmapFontData	0/3	
Move Method	com.badlogic.gdx.assets.AssetLoadingTask::resolve(com.badlogic.gdx.assets.loaders.AssetLoader, com.badlogic.gdx.assets.AssetDescriptor):com.badlogic.gdx.files.FileHandle	com.badlogic.gdx.assets.AssetDescriptor	0/2	
Move Method	com.badlogic.gdx.graphics.g3d.loader.G3dModelLoader::parseColor(com.badlogic.gdx.utils.JsonValue):com.badlogic.gdx.graphics.Color	com.badlogic.gdx.utils.JsonValue	0/2	
Move Method	com.badlogic.gdx.graphics.g3d.particles.ParticleEffectLoader::save(com.badlogic.gdx.graphics.g3d.particles.ParticleEffect, com.badlogic.gdx.graphics.g3d.particles.ParticleEffectLoader.ParticleEffectSaveParameter):void	com.badlogic.gdx.graphics.g3d.particles.ParticleEffect	0/2	
Move Method	com.badlogic.gdx.graphics.g3d.utils.DefaultRenderableSorter::getTranslation(com.badlogic.gdx.math.Matrix4, com.badlogic.gdx.math.Vector3, com.badlogic.gdx.math.Vector3):com.badlogic.gdx.math.Vector3	com.badlogic.gdx.math.Vector3	0/2	
Move Method	com.badlogic.gdx.scenes.scene2d.ui.SelectBox::onShow(com.badlogic.gdx.scenes.scene2d.Actor, boolean):void	com.badlogic.gdx.scenes.scene2d.Actor	0/2	
Move Method	com.badlogic.gdx.scenes.scene2d.ui.SelectBox::onHide(com.badlogic.gdx.scenes.scene2d.Actor):void	com.badlogic.gdx.scenes.scene2d.Actor	0/2	
Move Method	com.badlogic.gdx.net.NetJavaSocketImpl::applyHints(com.badlogic.gdx.net.SocketHints):void	com.badlogic.gdx.net.SocketHints	1/11	
Move Method	com.badlogic.gdx.graphics.g2d.BitmapFont.BitmapFontData::setGlyphRegion(com.badlogic.gdx.graphics.g2d.BitmapFont.Glyph, com.badlogic.gdx.graphics.g2d.TextureRegion):void	com.badlogic.gdx.graphics.g2d.BitmapFont.Glyph	1/10	
Move Method	com.badlogic.gdx.graphics.g3d.Model::convertMaterial(com.badlogic.gdx.graphics.g3d.model.data.ModelMaterial, com.badlogic.gdx.graphics.g3d.utils.TextureProvider):com.badlogic.gdx.graphics.g3d.Material	com.badlogic.gdx.graphics.g3d.model.data.ModelMaterial	1/9	
Move Method	com.badlogic.gdx.graphics.Camera::unproject(com.badlogic.gdx.math.Vector3, float, float, float, float):com.badlogic.gdx.math.Vector3	com.badlogic.gdx.math.Vector3	1/4	
